utt_id	spkr_id	lang	text	dur	file_id
0006_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B08	B08	urum	türkülär čağırerlär oinierlär kotsari mum yaherlär sävinerlär gülerlär oinerlär	7.098	doreco_urum1249_UUM-TXT-FE-00000-B08
0006_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B10	B10	urum	bašlerlär oinamaya sävınmäya	3.556	doreco_urum1249_UUM-TXT-FE-00000-B10
0006_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B11	B11	urum	halh oinier	0.853	doreco_urum1249_UUM-TXT-FE-00000-B11
0006_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B12	B12	urum	keiš orda ohierdi	1.51	doreco_urum1249_UUM-TXT-FE-00000-B12
0006_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B16	B16	urum	ävländä ävräldä kövdä ğoyun käsierdılär oinierdılär türki fs_čağer čağırerdılär	9.473	doreco_urum1249_UUM-TXT-FE-00000-B16
0006_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A05	A05	urum	onbir el ğurtaldıh	1.264	doreco_urum1249_UUM-TXT-FM-00000-A05
0006_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A09	A09	urum	fs_šindi biri yohtur üči durer	2.643	doreco_urum1249_UUM-TXT-FM-00000-A09
0006_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A11	A11	urum	čoğ čätınnıği yaširıh fs_šindi šindi fs_kür allah šükür versın šindik ärišımız var yapımız yapii yaptım altmıš dohkunji sänädä	12.936	doreco_urum1249_UUM-TXT-FM-00000-A11
0006_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A12	A12	urum	soradanda ištem anama hästä ağırierdi bäni istian oyani buyani oldi getmädım anami durdum bahtım	7.391	doreco_urum1249_UUM-TXT-FM-00000-A12
0006_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A13	A13	urum	bänım torpağım var išlirım ğariinän barabar	2.95	doreco_urum1249_UUM-TXT-FM-00000-A13
0006_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A14	A14	urum	istirdi ki onun ušahlarida gändının ki kimın ohunmıš ola	4.051	doreco_urum1249_UUM-TXT-FM-00000-A14
0006_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A15	A15	urum	fs_š	0.144	doreco_urum1249_UUM-TXT-FM-00000-A15
0006_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A16	A16	urum	özgäsınä toymoyuna bän getmäm bir urumların toylarına gidirım	3.378	doreco_urum1249_UUM-TXT-FM-00000-A16
0006_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B01	B01	urum	ävländıhtan sora anami gätırdi šäärä	5.532	doreco_urum1249_UUM-TXT-FM-00000-B01
0006_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B02	B02	urum	bändä ğaldım burda tiflistä	3.606	doreco_urum1249_UUM-TXT-FM-00000-B02
0006_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B03	B03	urum	fp_a babamda getti išlämäya	1.835	doreco_urum1249_UUM-TXT-FM-00000-B03
0006_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B04	B04	urum	ama babamın bir ğardaši yašier urusetta mm biri yašier gretsiada	8.406	doreco_urum1249_UUM-TXT-FM-00000-B04
0006_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B07	B07	urum	ushahlarımızda böyüldi	2.031	doreco_urum1249_UUM-TXT-FM-00000-B07
0006_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B10	B10	urum	tsalkada oldular yašerdılar orda	2.032	doreco_urum1249_UUM-TXT-FM-00000-B10
0006_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B12	B12	urum	nä varıdi išıh gaz o išläri biz eč šei etmierdıh	5.17	doreco_urum1249_UUM-TXT-FM-00000-B12
0006_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B14	B14	urum	bän sora aldım gettım gretsiaya	2.052	doreco_urum1249_UUM-TXT-FM-00000-B14
0006_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B16	B16	urum	sora ärägettım fs_var	3.793	doreco_urum1249_UUM-TXT-FM-00000-B16
0006_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A06	A06	urum	urumjai bülmirıh biz	1.585	doreco_urum1249_UUM-TXT-LG-00000-A06
0006_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A09	A09	urum	sabahtan giderıh lapatkainan birdä ahšamačen išlirıh	3.661	doreco_urum1249_UUM-TXT-LG-00000-A09
0006_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-B14	B14	urum	bunun yazmasi yohtur gürjülärın vardır	4.485	doreco_urum1249_UUM-TXT-LG-00000-B14
0006_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A04	A04	urum	bizım fs_köv yahši erdädır	1.951	doreco_urum1249_UUM-TXT-VL-00000-A04
0006_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A10	A10	urum	šindi onnarınan barabar yaširıh	1.766	doreco_urum1249_UUM-TXT-VL-00000-A10
0006_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A12	A12	urum	äkmäkčılıdi ğapiağalani ičäri alırdılar yatırırdılar edırırdılar šindi halh dägišti daa elä halh yohtur	8.729	doreco_urum1249_UUM-TXT-VL-00000-A12
0006_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A13	A13	urum	kövün adıni dägıštırdılar jinisıdi ettılär artsivani	3.151	doreco_urum1249_UUM-TXT-VL-00000-A13
0006_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A16	A16	urum	baštanda beläidi jinis genädä belä güzäl jinis datli jinis	6.475	doreco_urum1249_UUM-TXT-VL-00000-A16
0006_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B01	B01	urum	biräm oyana giden sağ täräfä pınğar varıdi nerdän ki gälierdi su	8.215	doreco_urum1249_UUM-TXT-VL-00000-B01
0006_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B06	B06	urum	orda dinjälierdıh	1.297	doreco_urum1249_UUM-TXT-VL-00000-B06
0006_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B07	B07	urum	bizım kövdä varıdi yahši čamlar yahši meivälär alma jänjür	6.388	doreco_urum1249_UUM-TXT-VL-00000-B07
0006_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B09	B09	urum	orda oki adamlar yašerdılar orda häp güzälıdi	7.768	doreco_urum1249_UUM-TXT-VL-00000-B09
0006_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B10	B10	urum	šindi saimainan äpsıni šindi diamerım bän ki angısi angısidır	3.431	doreco_urum1249_UUM-TXT-VL-00000-B10
0006_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B14	B14	urum	ama šindi oki böyuldüm giderım o kövä näsıl fahırlıh vardır	5.15	doreco_urum1249_UUM-TXT-VL-00000-B14
0006_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B16	B16	urum	bän pr_čučugüdüm ahlıma elä gälmier ama elä güzäl kövüdi	6.46	doreco_urum1249_UUM-TXT-VL-00000-B16
0007_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A06	A06	urum	bänın alhıma gälir ğara yapıda biz yaširdıh ğara yapıda bajaidi ičärdä tandır yanirdi	11.909	doreco_urum1249_UUM-TXT-AN-00000-A06
0007_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A07	A07	urum	čätin yašerdılär	1.3	doreco_urum1249_UUM-TXT-AN-00000-A07
0007_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A13	A13	urum	ui_näblem ui_daa	0.52	doreco_urum1249_UUM-TXT-AN-00000-A13
0007_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A14	A14	urum	sora fp_m oldi bänım fp_ee dädän karagezov fyodor fp_ee fp_! kharalampovič angısiki predsedatelıdi o sıra ahılli adamıdi čoğ elä	13.208	doreco_urum1249_UUM-TXT-AN-00000-A14
0007_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A15	A15	urum	čoğ čätınnığıdi burada yašamahta fahırlığıdi čoğ fp_ha	6.21	doreco_urum1249_UUM-TXT-AN-00000-A15
0007_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A16	A16	urum	anonnari bän nä pr_sänä diem ki söndür	2.024	doreco_urum1249_UUM-TXT-AN-00000-A16
0007_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B01	B01	urum	gäländän soyuhda gördülär ağırdılarda hästäda oldular	4.307	doreco_urum1249_UUM-TXT-AN-00000-B01
0007_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B02	B02	urum	o čoğ kömäk etti	1.228	doreco_urum1249_UUM-TXT-AN-00000-B02
0007_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B04	B04	urum	näsıl genä duimušum iki üč ay yolda bunnar gäzierdılär	4.498	doreco_urum1249_UUM-TXT-AN-00000-B04
0007_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B06	B06	urum	bazısi fp_ee šäärä getti	2.367	doreco_urum1249_UUM-TXT-AN-00000-B06
0007_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B07	B07	urum	ajlıh susuzluh biše yoh	2.717	doreco_urum1249_UUM-TXT-AN-00000-B07
0007_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B11	B11	urum	nävädä ki gruziaya gäldılär varıdi elä erlär nerdä ki kimsä yašamierdi tsalkada	6.419	doreco_urum1249_UUM-TXT-AN-00000-B11
0007_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B12	B12	urum	suhumdan bizi stalinın vädäsındä gruziaya yolladılar	5.969	doreco_urum1249_UUM-TXT-AN-00000-B12
0007_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A04	A04	urum	mumumuzi išımızi yahtıhtan sora biz genä meriamananın gändi günündä igirmi säkkizındä ğurbannar käsirıh angisiki vethi zavettan ğalmıš	13.41	doreco_urum1249_UUM-TXT-FE-00000-A04
0007_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A06	A06	urum	onnarın ištır o güni bizım išlämäh yohtur	3.87	doreco_urum1249_UUM-TXT-FE-00000-A06
0007_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A12	A12	urum	ahšam olier ğurtulier ziarat gälierıh ävä	2.725	doreco_urum1249_UUM-TXT-FE-00000-A12
0007_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A13	A13	urum	kim ävdä olir kim rasgäldi iir o ğurbani bizım halh dierıh ğabulolsun	4.966	doreco_urum1249_UUM-TXT-FE-00000-A13
0007_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A16	A16	urum	genä gälirlär gretsiadan rassiadan meriamanamıza eğılirıh onnarınanda iir ičirıh sora čıhirıh onnarınan prirodaya o günüsi	9.612	doreco_urum1249_UUM-TXT-FE-00000-A16
0007_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B01	B01	urum	tantslar olier oinierlär kotsari oinierlär	3.317	doreco_urum1249_UUM-TXT-FE-00000-B01
0007_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B06	B06	urum	bu güni sağ fs_s sağ mirdan gälierlär pantiitslär urusettän gretsiadan är erdän gälierlär	11.834	doreco_urum1249_UUM-TXT-FE-00000-B06
0007_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B07	B07	urum	ğurbani käserlär götürerlär ävä bišırerlär halhi čağırerlär	6.725	doreco_urum1249_UUM-TXT-FE-00000-B07
0007_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B08	B08	urum	mumlarıni yaherlär	1.268	doreco_urum1249_UUM-TXT-FE-00000-B08
0007_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B11	B11	urum	gidierlär kisläya onnarda mum yahierlär	2.171	doreco_urum1249_UUM-TXT-FE-00000-B11
0007_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A08	A08	urum	ğurtuldular školai onnar gettılär bir bajım burdadır öbüri kipra getti	4.03	doreco_urum1249_UUM-TXT-FM-00000-A08
0007_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A11	A11	urum	bu birınji ğariinän gettıh išlädıh čalıštıh šei ettıh altmıš dohkuzınji sänädä čıhtım ğara yapıdan	6.023	doreco_urum1249_UUM-TXT-FM-00000-A11
0007_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A15	A15	urum	šei edirıh alirıh ište ištem mamamınan kartolmartolda gidirıh oyan buyani yaširıh	8.908	doreco_urum1249_UUM-TXT-FM-00000-A15
0007_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A16	A16	urum	ušahlar ohumirlär biri igirmi dört yašındadır biri olir onsäkkiz yašında armiaya getti gäldılär pakamiz burda išlirlär genä	8.925	doreco_urum1249_UUM-TXT-FM-00000-A16
0007_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B01	B01	urum	šäärın ichında tiflisdä bašladılar kiradaidılar yapii bašladılar yašamaya	6.601	doreco_urum1249_UUM-TXT-FM-00000-B01
0007_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B02	B02	urum	kövdän gäldım tiflisä	1.714	doreco_urum1249_UUM-TXT-FM-00000-B02
0007_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B04	B04	urum	elädä babam oki gäldi kövdän fs_an anama fs_ävl ävlänmaya ondan sora getti gretsiaya bir ğač elınan išlämäya	10.126	doreco_urum1249_UUM-TXT-FM-00000-B04
0007_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B06	B06	urum	soram düšündi ki fp_m lazımıdi iš bulmah	4.653	doreco_urum1249_UUM-TXT-FM-00000-B06
0007_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B07	B07	urum	ärä gettılär	1.341	doreco_urum1249_UUM-TXT-FM-00000-B07
0007_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B08	B08	urum	güzäl möibätli yašierıh güzäl yašierıh	2.428	doreco_urum1249_UUM-TXT-FM-00000-B08
0007_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B12	B12	urum	istädıh gečah tiflisä	2.56	doreco_urum1249_UUM-TXT-FM-00000-B12
0007_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B14	B14	urum	gretsiaya gettım onučun ki ušahlarımi bän burda böyuldämerdım	3.72	doreco_urum1249_UUM-TXT-FM-00000-B14
0007_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B16	B16	urum	bänım var iki čojuh	2.04	doreco_urum1249_UUM-TXT-FM-00000-B16
0007_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A06	A06	urum	ävdän bu dili ävdän anamızdan babamızdan örgändıh ambu dili angısiinanki ävldä ğonuširih	7.414	doreco_urum1249_UUM-TXT-LG-00000-A06
0007_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A07	A07	urum	bu pr_dilın biz nä yazmasıni bülirıh nä bišesıni	3.589	doreco_urum1249_UUM-TXT-LG-00000-A07
0007_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A13	A13	urum	ävdä čoğ kärän ušahlarınan urusča söilirım	2.14	doreco_urum1249_UUM-TXT-LG-00000-A13
0007_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A16	A16	urum	bu nä dildır bu evrapeiski dildır an bizdä söilirıh bizdä ğanmirıh nä diirıh	6.427	doreco_urum1249_UUM-TXT-LG-00000-A16
0007_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A04	A04	urum	kövümüzün var kissäsi angisiki bizä važnidır	3.962	doreco_urum1249_UUM-TXT-VL-00000-A04
0007_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A06	A06	urum	genä nä verirdi	1.414	doreco_urum1249_UUM-TXT-VL-00000-A06
0007_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A07	A07	urum	genä nä diem kövümüzdä	2.25	doreco_urum1249_UUM-TXT-VL-00000-A07
0007_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A08	A08	urum	bu	0.283	doreco_urum1249_UUM-TXT-VL-00000-A08
0007_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B03	B03	urum	yollar ovahıtta yahši dägildi	1.819	doreco_urum1249_UUM-TXT-VL-00000-B03
0007_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B06	B06	urum	genä bizım kövımızdäkö vımızdä varıdi čoğ güzäl göl nerdä ki biz ušahlarınan gidierdıh ärdämä čimierdıh	6.674	doreco_urum1249_UUM-TXT-VL-00000-B06
0007_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B07	B07	urum	fs_är iš varıdi	1.236	doreco_urum1249_UUM-TXT-VL-00000-B07
0007_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B09	B09	urum	hama oki onnar gettılär gretsiaya šindi orda häp kötidır	8.099	doreco_urum1249_UUM-TXT-VL-00000-B09
0007_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B14	B14	urum	bän dierım ajabäz bu halh burda nasıl yašierdi onučunda bu halh getti gretsialara germanialara	7.517	doreco_urum1249_UUM-TXT-VL-00000-B14
0007_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B16	B16	urum	šindi bülmierım	1.004	doreco_urum1249_UUM-TXT-VL-00000-B16
0008_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A10	A10	urum	ui_äptä ui_ey ui_daa ui_nä ui_bülem	1.177	doreco_urum1249_UUM-TXT-AN-00000-A10
0008_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A12	A12	urum	bununda bir ämısi varıdi fahır adamıdi ište o o bahti biräz böyutti ondan sora ävländi	6.755	doreco_urum1249_UUM-TXT-AN-00000-A12
0008_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B01	B01	urum	yollarda ela olur ki ölända varıdi	3.13	doreco_urum1249_UUM-TXT-AN-00000-B01
0008_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B02	B02	urum	gäldılär boš erlärıdi ävlär yoğudi biše yoğudi	3.121	doreco_urum1249_UUM-TXT-AN-00000-B02
0008_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B03	B03	urum	nasıl bän bülieram oki halh burya gäldılär fp_aa tsalkada biše yoğudi	4.652	doreco_urum1249_UUM-TXT-AN-00000-B03
0008_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B04	B04	urum	čoğ čätın günnär gečtılär	1.788	doreco_urum1249_UUM-TXT-AN-00000-B04
0008_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B06	B06	urum	navahki urum halh getti fp_ee kövlärä düštülär bahtılar ki biše yoğudi biše edämierlär	6.552	doreco_urum1249_UUM-TXT-AN-00000-B06
0008_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B07	B07	urum	bir uji getti uruset täräfınä	2.126	doreco_urum1249_UUM-TXT-AN-00000-B07
0008_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B10	B10	urum	gälänsıra näblem gälerdılär bazi ki gälerdi yolda ajlıhıdi kötülühıdi ölerdılär	7.259	doreco_urum1249_UUM-TXT-AN-00000-B10
0008_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A04	A04	urum	kissänın yanında fs_f fırladirıh onnari käsirıh iip orda ier ičirıh fahır fuharaa dağıderıh	9.812	doreco_urum1249_UUM-TXT-FE-00000-A04
0008_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A06	A06	urum	onnar išlirlär kissäyada gälmirlär onnar	3.667	doreco_urum1249_UUM-TXT-FE-00000-A06
0008_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A10	A10	urum	özgä kövlärdändä gälirlär burya mum yahirlär ğurban gätırirlär fırladirlär onnarda	4.71	doreco_urum1249_UUM-TXT-FE-00000-A10
0008_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A11	A11	urum	onnarın čığırir gidirlär ui_onnarda gändılärın namazıni edirlär	5.326	doreco_urum1249_UUM-TXT-FE-00000-A11
0008_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A15	A15	urum	išlämirıh zatošto bazardır olmaz čoğ meriamanayada olmaz išlämäh išlämirıh	5.685	doreco_urum1249_UUM-TXT-FE-00000-A15
0008_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B01	B01	urum	ziaratlarda mumlari yahierlär	2.169	doreco_urum1249_UUM-TXT-FE-00000-B01
0008_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B02	B02	urum	orya halh eğılanda kövdä gidierıh orda kissä vardır mumlari yahierıh	5.595	doreco_urum1249_UUM-TXT-FE-00000-B02
0008_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B03	B03	urum	orda käsierdılär ğurban	1.449	doreco_urum1249_UUM-TXT-FE-00000-B03
0008_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B08	B08	urum	čoği gätırerlär ğurbanlar käserlär	3.111	doreco_urum1249_UUM-TXT-FE-00000-B08
0008_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B10	B10	urum	baziki ğurbannıh käser	1.71	doreco_urum1249_UUM-TXT-FE-00000-B10
0008_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B11	B11	urum	sora čıhierlär ordan oinierlär sıčırierlär ičierlär ierlär	5.412	doreco_urum1249_UUM-TXT-FE-00000-B11
0008_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B16	B16	urum	šindi bülmierım	1.311	doreco_urum1249_UUM-TXT-FE-00000-B16
0008_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A08	A08	urum	bändä burda ohudum školai gurtuldum fs_ar armiaya gettım gäldım sora ävdä kömäk ederım babama	8.182	doreco_urum1249_UUM-TXT-FM-00000-A08
0008_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A09	A09	urum	köti yašadıh mučeniainan yašadıh	2.199	doreco_urum1249_UUM-TXT-FM-00000-A09
0008_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A11	A11	urum	ğara yapida ğalmıšti kövdä bir bänım bir bänım ğalmıšti	5.476	doreco_urum1249_UUM-TXT-FM-00000-A11
0008_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A15	A15	urum	elä gečir yašamah	1.305	doreco_urum1249_UUM-TXT-FM-00000-A15
0008_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B01	B01	urum	soram bir elın ichındä oldum bän	2.487	doreco_urum1249_UUM-TXT-FM-00000-B01
0008_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B03	B03	urum	soramda biräz gečti vahıt ikısidä gäldilär mm gruziaya tiflisä	6.471	doreco_urum1249_UUM-TXT-FM-00000-B03
0008_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B04	B04	urum	geri gäldi tiflisa	1.483	doreco_urum1249_UUM-TXT-FM-00000-B04
0008_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B07	B07	urum	oldi nävälärımız torunnarımız	2.671	doreco_urum1249_UUM-TXT-FM-00000-B07
0008_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B09	B09	urum	sora anam getti urusetä ohumaya	4.649	doreco_urum1249_UUM-TXT-FM-00000-B09
0008_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B10	B10	urum	anami älä babam tanımerdi sora tanıšlandılar orda ištem mamamda bir kövdändırlar onnar	4.925	doreco_urum1249_UUM-TXT-FM-00000-B10
0008_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B12	B12	urum	čoği jaallar gečtılär išlädılär ğojalarında barabar götürdülär	5.122	doreco_urum1249_UUM-TXT-FM-00000-B12
0008_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A06	A06	urum	šindiačağta ğonuširıh	1.618	doreco_urum1249_UUM-TXT-LG-00000-A06
0008_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A08	A08	urum	bülmirıh	0.583	doreco_urum1249_UUM-TXT-LG-00000-A08
0008_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-B14	B14	urum	šei nädır adi urusun gürji dialekti var yazmasi var	5.951	doreco_urum1249_UUM-TXT-LG-00000-B14
0008_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A09	A09	urum	ğač ziarat meriamana bir aryos yoryos iki ay nikolao üč üč ziarat	6.133	doreco_urum1249_UUM-TXT-VL-00000-A09
0008_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A14	A14	urum	bizä kömäk lazım olir fs_biz fs_on biz kömäk edirıh onnara onnara kömäk lazım olir biz onnara kömäk edirıh	5.607	doreco_urum1249_UUM-TXT-VL-00000-A14
0008_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A15	A15	urum	vardır kissälär beš altitänä	2.194	doreco_urum1249_UUM-TXT-VL-00000-A15
0008_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B02	B02	urum	ušahlar obür kövlärdändä genä orya bizım kövä fs_u gälerdi ohumaya ušahlar gälierdılär ordan	5.772	doreco_urum1249_UUM-TXT-VL-00000-B02
0008_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B10	B10	urum	čay varıdi kövün yanında čay gečerdi	2.609	doreco_urum1249_UUM-TXT-VL-00000-B10
0009_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A04	A04	urum	amvelä bizımkınnär gäldılär ki buraa birınji onnarın erläri bišeläri ki yoğudi yaperdılär birınji kissälär	8.987	doreco_urum1249_UUM-TXT-AN-00000-A04
0009_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A06	A06	urum	sora dädämın oldi oğli todor bänım babam	4.898	doreco_urum1249_UUM-TXT-AN-00000-A06
0009_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A07	A07	urum	nä diem genä	0.908	doreco_urum1249_UUM-TXT-AN-00000-A07
0009_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A10	A10	urum	skladlar yapıldi halh šindi birınjikının üstünä čoğ zängin yašerdi iräldän ečbiše yoğudi šindi ärištä var	6.51	doreco_urum1249_UUM-TXT-AN-00000-A10
0009_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A12	A12	urum	ävländi o vädädä ušah eddi ušah etti	3.035	doreco_urum1249_UUM-TXT-AN-00000-A12
0009_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A15	A15	urum	šei fs_edi yağıš yağirdi šei edirdi bašlarından enišä damlirdi su	4.255	doreco_urum1249_UUM-TXT-AN-00000-A15
0009_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A16	A16	urum	bašliah ištem gäldılär čätınnıh gördülär ištem ajılıh čılpah predkılarımıs ančelä gäldıh yašamaya geštıh buraya	9.266	doreco_urum1249_UUM-TXT-AN-00000-A16
0009_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B01	B01	urum	čoğ mučenialarınan bizım halh gäldi	2.218	doreco_urum1249_UUM-TXT-AN-00000-B01
0009_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B02	B02	urum	čalıšmah išlämäh oyani buyani ištem halh biräz biräz šei oldi genä birbirıni duttular	6.365	doreco_urum1249_UUM-TXT-AN-00000-B02
0009_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B03	B03	urum	gändılär yaptılar äp ävläri	1.568	doreco_urum1249_UUM-TXT-AN-00000-B03
0009_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B06	B06	urum	ävlär yoğudi yapılari yoğudi	1.936	doreco_urum1249_UUM-TXT-AN-00000-B06
0009_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B07	B07	urum	bir uji getti gürjistana	1.969	doreco_urum1249_UUM-TXT-AN-00000-B07
